,Afghanistan,Africa,Albania,Andorra,Angola,Anguilla,Argentina,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Bermuda,Bhutan,Bolivia,Brazil,Bulgaria,Cambodia,Canada,Cape Verde,Cayman Islands,Chile,Colombia,Costa Rica,Cote d'Ivoire,Croatia,Cyprus,Czechia,Denmark,Dominica,Dominican Republic,Ecuador,El Salvador,England,Equatorial Guinea,Estonia,Europe,European Union,Faeroe Islands,Falkland Islands,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guyana,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kuwait,Laos,Latvia,Lebanon,Lithuania,Luxembourg,Macao,Malawi,Malaysia,Malta,Mauritius,Mexico,Moldova,Monaco,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Netherlands,New Zealand,Nigeria,North America,North Macedonia,Northern Cyprus,Northern Ireland,Norway,Oceania,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,San Marino,Sao Tome and Principe,Scotland,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,South Africa,South America,South Korea,Spain,Sri Lanka,Suriname,Sweden,Switzerland,Taiwan,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Venezuela,Vietnam,Wales,World,Zimbabwe
2/7/2021,0,0,0,0,0,0,11815,139253,0,595,0,0,8863,30593,0,0,307,0,0,0,0,134583,22,0,5330,0,0,8635,0,0,0,0,0,843,1909,0,0,0,0,229514,0,413,600387,302833,0,0,1141,5513,0,0,0,28038,0,0,0,0,0,0,5894,0,0,0,2663,0,37040,7222,0,0,2442,394,53910,9158,0,0,6122,0,0,0,0,0,2,0,2,684,0,0,0,502,0,583,0,0,0,0,0,0,0,0,176902,0,0,1334049,0,0,7563,320,0,0,0,0,0,0,0,0,5419,0,0,8487,0,0,0,0,0,0,0,27557,0,5836,0,0,0,180,0,0,155033,0,13375,1625,0,44236,0,0,0,0,0,0,0,0,0,0,0,278988,1328136,0,0,0,14354,2228722,0
2/8/2021,0,125,0,0,0,0,3002,553147,0,2014,0,0,9710,0,0,0,2337,0,0,0,0,45846,1761,0,10599,0,0,221430,0,887,0,0,0,4003,2545,0,0,0,0,252269,0,12,890460,536864,47,0,306,51102,0,0,0,53170,0,405,14715,0,0,0,0,0,0,0,2354,141,446646,30267,0,0,1246,403,58434,26761,0,0,0,0,0,0,0,0,256,0,226,149,0,0,0,896,0,710,0,0,0,0,0,0,0,0,0,0,0,779675,0,0,14128,120,0,2101,0,0,0,0,0,0,0,350499,0,4885,0,0,0,0,0,0,0,61299,0,0,125,0,0,7396,398,0,270278,0,9833,5989,0,0,0,0,0,0,0,0,0,6433,0,0,0,352480,761046,0,0,0,24784,2493685,0
2/9/2021,0,9,140,0,0,0,657,621542,0,2785,0,0,11824,148158,0,0,8049,0,896,0,0,206741,3075,0,9146,0,1028,242448,0,0,0,1648,0,5029,3552,0,0,0,0,311654,0,0,740516,322621,0,0,2917,68154,0,0,0,59109,0,398,12478,0,0,0,0,0,0,0,1231,0,352553,30822,3000,0,4004,3,66113,34518,0,0,0,0,0,0,0,0,141,0,1075,138,595,0,0,967,0,1738,0,0,0,0,0,0,0,0,0,0,0,539875,0,0,16052,5542,0,2046,0,0,0,0,3837,0,85357,0,0,5880,0,0,0,0,0,0,0,57447,0,0,9,0,0,7319,88,0,453683,0,15107,6431,0,0,0,0,0,0,0,0,0,0,0,0,0,411812,527067,0,0,0,26659,2355625,0
2/10/2021,0,3,0,255,0,0,14797,873398,0,3500,0,0,6655,158451,0,0,6625,0,0,0,0,283086,3069,1492,9828,0,73,272481,0,0,0,0,0,5506,3284,0,0,0,0,338855,0,3230,2012157,288661,36,0,4447,69815,0,0,0,72779,0,960,8122,0,0,0,0,0,0,0,1997,0,405553,124139,0,0,7959,16,70307,44870,0,0,0,0,0,0,0,0,429,0,4518,825,0,0,0,468,0,-14,0,0,0,0,0,0,0,0,0,0,0,926058,0,0,20099,22994,0,2041,27228,0,0,0,16575,0,0,0,0,4506,1200000,0,0,0,0,0,0,63178,0,48425,3,0,75000,6555,2494,0,586939,0,33663,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,450810,916171,0,0,0,28678,4398555,0
2/11/2021,0,226,0,0,0,0,24877,638970,0,5167,0,0,5324,0,0,0,8030,0,0,0,0,256398,3884,0,12303,0,0,251249,0,0,0,3534,0,6239,5664,0,0,0,0,386734,0,2584,1005596,481360,0,0,9379,85537,0,0,0,73086,0,174,7388,0,0,0,0,0,0,0,15824,0,487896,47640,0,0,4376,3,80916,55193,0,0,0,0,14000,0,0,0,1102,0,7738,1079,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,952883,0,0,19657,20943,0,1832,0,0,0,0,33796,0,121563,0,0,3785,0,0,0,0,0,0,0,64878,0,0,226,0,0,7189,6834,0,566320,0,45331,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,503116,940580,0,0,0,31847,3163995,0
2/12/2021,0,0,0,331,0,0,5374,3579868,0,8225,0,0,7621,0,0,0,6614,0,0,0,0,260195,2688,0,12424,0,260,229197,0,0,0,0,0,6691,12037,0,0,0,0,436925,0,2755,1028239,356308,0,0,10156,79109,0,0,0,79237,0,164,5949,0,0,0,0,0,0,0,20297,1285,462637,0,0,0,3999,1,38914,58227,0,0,0,0,0,0,0,0,1176,0,6302,0,0,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,1123575,0,0,14357,8043,0,1764,0,0,0,0,32358,0,32970,0,0,4099,0,0,0,0,0,0,0,59820,0,117504,0,0,0,7695,6871,0,527124,0,0,1110,0,0,0,0,0,0,0,0,3067822,0,0,0,0,544603,1110891,0,0,0,33501,6258806,0
2/13/2021,0,3847,0,0,0,1341,3606,749286,0,5209,0,0,9720,398911,0,0,603,0,0,0,0,360468,523,0,12593,0,0,29506,0,0,0,0,6779,1573,6553,0,0,0,0,429497,0,1534,711738,204637,0,0,8743,24364,0,0,0,61515,0,165,4713,0,0,0,0,0,0,0,4443,0,77139,43140,0,0,1688,681,27367,45937,0,0,0,0,0,0,0,0,224,0,446,0,0,0,0,839,0,10,0,0,0,0,0,0,0,0,0,0,0,1235211,0,0,3330,893,0,369,0,0,0,0,18910,0,20337,0,0,4014,0,0,0,0,0,0,0,50329,0,0,3847,0,0,3890,710,0,412490,0,0,7457,0,0,0,0,0,0,0,0,185183,0,0,0,0,505362,1221267,0,0,0,22206,3112572,0
2/14/2021,0,0,0,0,0,1421,493,346402,0,452,0,0,6515,169353,0,0,73,0,0,0,0,95975,44,0,3562,0,0,4465,0,0,0,0,0,985,6232,0,0,0,0,187246,0,132,1133962,353744,0,0,3227,5912,0,0,0,39743,0,123,0,0,0,0,1905,0,0,0,1109,0,0,8421,0,0,3266,235,74638,26854,0,0,4867,0,0,0,0,0,1,0,0,1126,0,0,0,802,0,0,0,0,0,0,0,0,0,0,124257,0,0,1241131,0,0,6142,110,0,1621,0,0,0,0,5191,0,9835,0,0,3288,0,0,0,0,0,0,0,31416,0,94862,0,0,0,10603,16,0,106124,0,68957,2695,0,46830,440154,0,0,0,0,0,83159,0,0,0,0,237962,1236148,0,0,0,13158,2827619,0
2/15/2021,0,9,0,0,0,0,59,1125222,0,3881,0,0,2171,226678,4490,0,2051,0,0,0,0,33397,1423,0,1611,0,0,265831,0,7645,0,3050,0,6318,13867,0,0,0,0,219760,0,2,691334,407580,0,1515,684,42489,0,0,0,70187,0,247,14587,0,0,0,0,668,0,0,5661,1,373867,27348,0,0,2001,0,81304,56660,0,0,0,0,0,0,137000,0,720,0,3949,798,0,0,0,1169,0,23359,0,0,0,0,0,0,0,0,0,0,0,37105,0,0,12264,803,0,1281,0,0,0,0,11547,0,24637,100259,0,10309,0,0,0,0,0,0,0,32814,0,0,9,0,0,6726,79,0,313017,0,36073,3589,0,0,6747,0,0,0,0,0,271984,0,0,0,0,275956,0,0,0,0,11118,2166687,0
2/16/2021,0,7,0,0,0,0,1072,939142,0,6906,0,0,2044,226902,2193,0,4009,0,0,0,0,248207,2449,0,8369,0,0,219994,0,0,0,0,0,8596,13249,0,385,0,0,312669,0,586,762200,383411,0,0,6269,59860,0,0,0,81253,0,126,11791,0,146,0,0,0,0,0,6969,0,222349,24868,0,0,5700,273,83280,64914,0,0,0,0,0,0,0,0,1305,0,321,1567,0,0,0,1321,0,165701,0,0,0,0,0,0,0,0,0,0,0,1555075,0,0,8702,6026,0,0,0,0,0,0,7205,0,37826,0,0,18805,0,0,0,0,0,0,0,32070,0,0,7,0,0,4984,1044,0,476478,0,43687,3225,0,0,7499,0,0,0,0,0,376474,0,0,0,0,364865,1378281,0,0,0,11424,3732902,0
2/17/2021,0,3660,401,0,0,0,749,1169995,0,9616,0,0,4590,226755,2432,0,7089,0,0,0,0,1690,3251,1744,4827,0,611,188002,0,0,0,0,0,9624,10485,0,994,0,0,422576,0,1833,1014352,489164,0,0,13095,51885,0,0,0,93908,0,123,15130,0,0,0,0,0,0,0,16094,101,203639,28976,7000,0,9716,271,61761,70429,0,125,0,0,0,0,0,0,1814,0,4369,983,1405,0,0,1281,3636,129288,0,0,0,0,0,0,0,0,0,0,0,735610,0,0,9360,21812,0,1408,25540,0,0,0,3567,0,71997,0,100000,19180,0,0,0,0,0,0,0,34892,0,0,24,0,0,5560,4907,0,194008,0,66918,14242,0,0,20370,0,0,0,0,0,492810,0,0,0,0,482110,597458,0,0,0,15282,3117625,0
2/18/2021,0,3042,1348,0,0,0,18397,1463817,0,11481,0,0,5842,261945,2379,20944,10925,0,0,0,0,156918,3260,0,7316,0,0,155236,0,0,0,19344,0,12224,11475,0,3949,0,0,396262,0,3690,1131722,628785,0,0,14415,66917,0,0,0,91741,0,341,17154,0,0,0,0,0,0,0,26800,1007,536950,14205,0,0,8346,235,68952,81521,0,486,0,0,0,0,0,0,1494,0,6504,1248,0,0,0,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,766684,0,0,8574,18891,0,1623,0,0,0,0,6844,0,80381,0,0,18824,0,0,0,0,0,0,0,31186,0,0,782,0,0,4594,8301,2260,337395,0,126790,23067,0,0,7717,0,0,0,0,0,550747,0,0,0,0,452454,753040,0,0,0,16432,3702660,0
2/19/2021,0,2362387,0,519,0,0,22559,750807,0,12793,0,0,4851,0,2917,0,17664,0,0,0,0,157558,12445,1373,23288,0,494,142104,0,0,0,0,0,11703,13914,0,4872,0,0,323802,0,5280,886549,495854,0,0,18172,63954,0,0,0,98381,0,36,18949,0,0,0,0,0,0,0,35488,449,311409,0,0,0,8429,1283,39542,85834,0,4428,0,0,0,0,0,0,1294,0,7135,0,0,0,0,1728,0,196754,0,0,0,0,2357283,0,0,0,0,30,0,1184677,0,0,6774,10738,30,2093,0,0,0,0,29429,0,52726,0,0,17487,0,0,0,0,0,0,0,26491,0,0,840,0,0,6333,6145,4264,351650,0,0,30307,0,0,5764,0,0,0,0,0,356804,0,0,0,0,371906,956352,0,0,0,14839,5536100,0
2/20/2021,0,94323,0,0,0,0,30656,758646,0,11175,0,0,3476,234564,1426,0,4227,0,0,0,0,115878,3915,0,32935,0,244,9638,0,0,0,0,7978,1908,10522,0,2887,0,0,306109,0,3773,661122,325341,0,0,14135,20280,0,0,0,76367,0,0,16769,0,0,0,0,0,0,0,18226,0,271383,59947,0,0,5515,1,31571,73524,0,0,0,0,0,0,0,0,753,0,947,0,0,0,0,888,0,55659,0,0,0,0,90433,0,0,0,0,70,0,925345,0,0,3092,500,70,516,0,0,0,0,25546,0,28292,0,0,17268,0,0,0,0,0,0,0,19299,0,0,0,0,0,6360,2519,3890,181718,0,0,39078,0,0,601,0,0,0,0,0,118111,0,0,0,0,334679,832194,0,0,0,6179,2621224,0
2/21/2021,0,5490,0,0,0,0,11315,315611,0,5499,0,0,3211,0,707,0,1885,0,0,0,0,61547,10948,0,29385,0,0,1164,0,0,0,0,0,1018,10825,0,1177,0,0,113987,0,588,724887,566379,33,0,11718,3548,0,0,0,56881,0,1065,1814,0,0,0,0,0,0,0,7922,0,160148,0,0,0,2174,298,79276,48663,0,0,3329,0,0,0,0,0,809,0,0,1406,0,0,0,769,0,25217,0,0,0,0,0,0,0,0,166333,0,0,874983,0,0,12021,58,0,2051,20114,0,0,0,4233,0,13061,0,0,14590,0,0,0,0,0,0,0,13546,0,0,516,0,0,6316,1,4974,78259,0,128305,35912,0,71306,12006,0,0,0,0,0,14899,0,0,0,0,141719,818497,0,0,0,2165,1999230,0
2/22/2021,0,113286,3635,0,0,0,1893,753631,20,5036,0,0,3262,225280,2545,0,9700,0,3904,0,0,39172,10730,0,29665,0,0,108110,0,2767,0,21142,0,10042,13526,0,0,0,6000,155084,0,511,848861,642845,0,217,0,39172,0,0,0,99243,0,1076,19164,0,0,0,0,1184,0,0,3639,1588,184021,0,0,0,4218,309,84847,99878,0,6895,0,10000,0,0,0,0,1753,0,3898,426,1700,0,0,1286,0,41084,0,0,0,0,104301,0,0,0,0,0,0,596431,0,0,10099,2572,20,1565,0,0,0,200,27403,0,39460,173978,0,16349,0,0,0,0,0,0,0,19753,0,0,0,0,0,5626,472,7671,178336,0,63596,15583,0,0,4495,0,0,0,440,0,220478,0,0,0,0,192341,510026,0,157,0,7405,2490565,1314
2/23/2021,0,99118,0,0,0,0,22867,3615454,2859,10089,0,0,3203,182896,2948,0,12181,0,0,0,0,145793,15438,3161,30136,0,1724,94215,0,0,0,0,6669,12772,14420,0,0,0,0,284897,0,2093,884143,522380,5,0,0,52745,0,0,0,105980,0,957,18328,0,0,0,0,0,0,0,13908,147,277205,45814,0,0,12550,2,77165,100991,0,0,0,0,0,0,0,0,2351,0,7520,823,0,0,0,1838,0,59667,0,0,0,652,83842,0,0,0,0,0,0,501978,0,0,10106,5749,2859,1557,0,0,0,345,26501,0,0,0,0,17413,0,0,0,0,0,0,0,22836,82,22561,3211,0,0,6151,1511,9256,289721,0,106609,12555,0,0,5650,0,0,0,0,0,368051,0,0,0,2643847,326692,406851,0,0,0,8853,5393273,4041
2/24/2021,0,293106,0,249,0,0,31705,928854,4029,16084,0,0,3523,181985,3541,0,14750,0,0,0,0,113209,17905,0,31815,0,465,86020,0,0,0,17460,0,13737,13714,0,12136,14556,0,396937,0,3789,1298159,791287,18,0,14344,56353,0,0,0,114411,0,584,17362,0,0,0,0,0,0,0,37039,0,299122,93233,0,0,16107,45,60846,113819,0,5954,0,0,6157,0,0,0,4278,0,10743,777,5584,0,0,2049,0,88541,0,0,0,0,275776,0,0,0,0,900,0,828672,0,0,13358,10973,4929,0,0,0,0,455,22035,0,134511,0,0,18237,0,0,0,0,0,0,0,27903,4005,28798,0,0,0,6148,6789,9494,267980,0,140881,26562,0,0,17084,0,0,0,0,0,245888,0,0,159,0,448962,692174,0,0,0,10764,3621700,7872
2/25/2021,0,274868,0,0,0,0,45437,895197,10592,16074,0,0,5155,177902,3705,0,22713,0,0,0,0,85973,17339,5331,42080,0,0,85925,0,0,0,9985,0,17831,14469,0,0,0,10000,432112,0,332,1238287,709841,0,0,17217,95690,0,0,0,129053,0,1148,17529,0,0,0,0,0,0,0,13240,1696,321309,98782,0,0,16646,164,51474,116026,0,4008,0,0,0,0,0,0,4132,0,10877,804,1407,0,0,1188,0,137006,0,0,1113,0,248844,0,0,0,0,0,0,1030040,0,0,13595,11149,10592,0,0,0,0,360,15422,0,0,0,0,17264,0,0,0,0,0,0,0,26949,7662,21784,4389,0,0,3222,10734,10838,233117,0,157476,0,0,0,4493,0,0,0,0,0,229829,0,0,1179,0,485720,837249,0,0,0,13064,3682101,11007
2/26/2021,0,189844,0,0,0,1167,61804,705910,7500,23534,0,0,2814,0,4350,0,24980,0,0,0,0,144714,13465,0,54136,0,0,78105,0,0,0,0,9378,15986,36016,0,0,0,0,452777,0,0,1309149,780360,0,0,27523,109435,0,0,0,141825,0,1121,16341,0,2854,0,0,0,0,6600,42318,518,346669,121661,0,0,14186,314,25680,120939,0,6634,0,0,0,0,0,0,3275,0,8939,0,1291,0,0,792,0,146320,0,0,175,0,167379,0,0,0,0,0,0,1318634,0,0,10490,8299,7500,0,0,0,0,160,15482,0,142589,0,0,17707,0,0,0,0,0,0,0,27224,9892,7943,0,0,0,3921,7211,11001,300265,18489,0,13164,0,0,4213,0,0,0,0,0,162908,0,0,1713,0,504493,1109807,0,0,0,14002,3831302,12579
2/27/2021,0,123244,0,0,0,0,73835,580096,5000,22520,0,0,2379,133833,3116,0,3676,0,1355,0,0,91067,5135,0,53922,0,0,10037,0,0,0,0,0,2922,6681,0,0,0,0,371364,0,8907,946333,501288,0,0,14662,50012,0,0,0,107525,0,806,15794,0,0,2224,0,0,0,7000,114081,0,235812,32584,0,0,8770,283,18237,114399,0,0,0,0,0,0,0,0,577,0,668,0,0,0,3580,145,0,109313,0,0,0,0,108139,0,0,0,0,0,0,1421818,0,0,5318,440,5000,0,0,0,0,0,6787,0,0,0,0,15074,0,0,0,0,0,35,0,23542,4012,35162,4312,0,0,8824,916,3655,182099,1833,0,35343,0,0,726,0,0,0,551,0,109495,0,0,90,0,407503,1251337,373,0,0,7279,3258590,15705
2/28/2021,8200,7727,0,0,0,0,37101,358417,1894,9715,0,0,2875,125752,1866,0,599,0,0,0,0,80792,2673,0,41381,0,0,355,0,0,0,0,0,2322,11007,0,0,0,0,161559,0,0,988914,784957,0,0,9130,6082,0,0,0,83682,0,0,0,0,0,0,0,0,2684,6400,7565,0,56406,75559,0,0,3349,240,40271,69748,0,0,4166,0,0,0,0,0,130,0,410,1004,2444,0,0,390,0,71638,0,0,0,0,0,0,0,0,209431,500,0,1454213,0,0,4404,538,2394,0,0,0,0,0,999,0,47853,0,0,10619,0,0,0,0,0,0,0,17883,1365,3435,0,0,0,5566,0,3224,119247,855,205765,24374,0,97917,9678,0,0,0,0,0,15281,0,0,0,0,185900,1336644,0,0,0,2054,2930912,18843
3/1/2021,0,146099,0,0,0,0,23641,1033107,1808,7623,228360,0,2932,0,2510,0,10594,0,0,0,0,23578,9698,11230,45927,0,0,137115,0,46533,0,17329,0,19241,19794,7202,33600,15102,0,160580,0,1223,2961891,780210,0,0,13602,62586,0,0,0,143825,0,0,21879,1343,0,203,0,0,0,7000,36430,1490,411262,84612,0,0,5651,193,45522,110057,0,3255,0,0,0,0,0,0,1527,0,7385,562,668,0,21672,1286,0,69853,0,0,243,0,132673,0,0,0,0,0,0,1167988,0,0,11989,5923,1808,0,0,0,0,0,8917,0,40919,136492,0,31020,1940332,0,0,0,0,240,0,22783,8281,21692,12,0,67715,5932,1138,2520,226370,0,74417,42925,0,0,6636,0,319,0,0,0,105635,0,0,1764,0,203168,960817,18017,0,0,7816,5537263,21456
3/2/2021,0,100048,0,0,0,0,68234,1438247,8205,22490,0,0,1568,230980,2110,0,16566,417,0,0,10325,264087,17483,8880,62073,0,0,158913,0,0,0,0,0,26653,16714,0,45000,0,0,181316,0,2450,1042268,752795,0,0,0,96873,0,0,0,163913,0,834,23684,0,0,0,0,0,0,13000,36360,108,650434,191721,0,0,12506,768,40995,128911,0,2987,0,0,0,0,0,0,1876,0,8731,821,950,0,28035,1519,0,53328,0,0,0,0,88798,0,0,0,0,0,0,1185378,0,0,7630,10517,8205,0,0,0,0,110,6390,2793,0,0,0,37216,18002,0,0,0,0,305,0,27518,4639,24679,0,0,0,5590,2155,2990,522768,66251,130284,44546,0,0,7281,0,6943,0,0,0,148164,0,0,1983,0,224996,1022450,14709,0,0,8532,4296914,25077
3/3/2021,0,104191,0,0,0,0,51470,1517842,8933,24931,43955,0,1291,0,1624,0,23330,256,1635,0,0,307926,4049,7699,67239,0,0,157776,0,0,0,0,0,30208,13007,0,56827,0,0,231002,0,0,1439064,956647,21,0,19960,112039,0,0,0,172197,0,869,25481,0,0,0,0,0,0,11800,27403,0,832350,318066,0,0,0,635,42118,143114,0,2531,0,0,0,0,0,0,3909,0,9698,925,1027,0,27049,2144,0,31088,0,0,396,0,87705,0,0,0,0,7931,0,1258801,0,0,11702,17657,16864,0,0,0,0,65,6040,0,147611,0,0,38069,129089,0,0,0,0,303,0,26729,5700,29469,360,0,0,4235,6476,7533,544568,66993,147861,46170,0,0,22342,0,0,0,0,0,116793,0,0,2680,0,278956,1100132,21291,0,0,9523,4881330,27970
3/4/2021,0,93630,0,0,0,0,66779,1638666,10168,23667,0,0,1657,239664,1583,0,40321,144,0,0,0,303633,15536,0,73262,0,0,144629,0,0,0,28915,0,32516,17433,0,65892,17202,0,320388,0,5877,1998887,1154053,27,0,21109,146752,0,0,0,177552,0,408,25934,0,0,0,0,0,0,10200,77513,5298,1057714,0,0,0,30200,8,39515,147802,0,1871,0,0,0,0,0,0,5849,0,10221,1322,1027,0,19280,2387,0,0,0,8449,0,0,74924,0,0,0,0,0,0,1323066,0,0,11290,16255,10168,0,0,0,0,30,3695,0,86792,0,0,36386,413752,0,0,0,2094,500,0,29064,6725,12538,834,0,32285,4370,6686,8459,556979,71432,208913,51000,0,0,8442,0,0,0,0,0,113021,0,0,2913,0,376244,1180091,8974,12037,0,15502,5621396,30658
3/5/2021,0,151161,0,0,0,0,88809,1589730,10859,32571,0,0,1523,0,2038,0,36853,179,0,0,0,283294,12694,0,82668,0,4992,136109,0,0,0,0,0,28336,16652,0,75771,11832,0,385681,0,5184,1572812,888179,13,0,23135,189543,0,0,0,195626,0,534,28724,0,0,0,0,0,0,10300,86544,552,1199848,127492,0,0,17345,65,17186,150202,0,7295,0,0,0,0,0,0,4665,0,9309,0,930,0,13298,2184,0,84825,3849,0,323,0,57590,0,0,0,0,0,0,1762500,0,0,9208,11878,10859,0,0,0,0,0,4556,0,0,0,0,38459,207003,75056,0,0,0,497,0,26197,9697,12076,0,0,0,5565,4588,8151,533793,70527,0,48530,0,0,7103,0,0,0,0,0,92801,0,0,3277,0,437463,1512027,9193,0,0,16377,5620855,31325
3/6/2021,0,125967,0,0,0,0,0,1342152,5073,24953,0,0,3,0,406,0,7692,0,0,0,86072,0,2541,25937,72202,0,0,9671,0,0,2058,0,0,11894,14636,0,71775,0,0,383618,0,0,1407987,807984,0,0,31967,190767,0,0,0,152622,0,982,27512,0,0,0,0,0,0,11400,31904,0,1171620,0,0,0,9548,32,10689,136742,0,0,0,0,0,0,0,0,765,0,483,0,1190,0,14694,2383,0,33592,0,0,156,0,35928,0,0,0,0,0,0,1989127,0,0,5695,380,5073,0,0,0,0,0,2642,0,101460,0,0,39984,173949,83842,0,0,0,459,0,15881,2057,4826,0,0,0,18794,1337,1393,98385,18276,0,24757,0,0,1106,0,0,0,0,0,63586,0,0,1279,0,416834,1811152,0,0,0,11640,4968691,32014
3/7/2021,0,40701,0,0,0,0,152370,772622,4405,11158,0,0,1320,100983,431,0,1291,0,0,0,723,0,1508,4338,56065,0,0,1065,0,0,0,0,16917,11375,12063,0,0,0,0,140108,0,9182,1230005,993690,0,0,0,109388,0,0,0,114538,0,995,0,0,0,0,0,0,0,9300,21313,0,59600,475142,0,0,2372,8,31003,80474,0,0,5858,0,0,0,0,0,71,0,0,1868,838,0,12112,1523,0,0,0,0,0,0,0,0,0,0,203147,0,0,1571357,0,0,5889,91,4405,0,0,0,0,50,128,26473,0,0,0,37324,46011,39555,0,0,0,0,0,14909,920,477,0,0,29000,12449,0,0,154336,2209,199611,5284,0,146118,17822,0,0,0,0,0,15020,0,0,910,0,164143,1514861,0,0,0,3237,3773426,32240
3/8/2021,0,273920,0,49,6169,0,20124,2141190,5024,10022,0,0,1276,0,76,0,15241,0,0,0,5116,0,4904,6778,76796,0,0,136289,0,48146,866,20167,0,29156,9617,0,24776,3324,0,183736,0,0,1188461,897340,9,0,930,114362,0,0,0,183300,202252,0,28248,0,0,0,0,0,0,10800,44331,2276,1715380,0,0,0,7007,1,27410,129931,0,24327,0,0,0,0,185000,0,1654,0,7929,647,784,0,26643,2593,0,82933,0,0,656,0,48326,0,0,0,0,0,0,1364248,0,0,7724,4890,5024,0,0,0,0,100,14496,14734,43705,91048,0,38284,8467,10224,0,0,0,361,0,14718,1731,50926,806,0,13620,5145,1410,268,207548,66481,107709,7500,0,0,7042,0,0,0,0,0,40080,0,0,1171,0,215273,1131521,28099,0,377,9095,5180391,35518
3/9/2021,0,74661,0,0,0,0,98789,1791766,8539,24373,74181,0,903,331811,364,0,20673,470,0,0,6974,0,7028,11543,65955,0,0,138784,0,0,1439,0,0,35564,10928,0,80196,786,0,181127,0,4393,1258206,958082,0,0,9158,168089,0,0,0,193020,0,291,26900,0,0,0,0,0,0,9700,60746,0,1060944,0,0,0,13561,1077,26530,140762,0,36762,0,0,0,0,0,0,2318,0,10487,1292,1025,0,29560,2728,0,249776,0,0,0,0,55146,0,0,0,0,0,0,1480057,0,0,4574,12439,8539,26858,0,0,0,55,15566,0,71599,0,0,42298,12984,11371,0,0,0,365,0,19781,1249,43460,0,0,0,3229,3681,5213,282743,63595,105255,6713,0,0,7845,0,0,0,0,0,111496,0,0,4362,0,217301,1083296,21789,0,145,11819,4895972,35761
3/10/2021,0,202714,0,1211,0,0,123197,2172726,11292,23801,17139,0,1185,0,506,0,26316,1023,2101,0,7801,150385,5903,20348,73585,0,0,135516,0,0,4439,0,0,40688,12069,0,66854,0,0,206720,0,4020,1418076,960201,0,0,24483,172925,0,0,0,213951,97748,501,26744,0,0,0,0,0,0,17000,41766,0,1030254,685941,0,0,13573,1133,23066,155780,0,41357,2024,0,0,4000,0,0,2418,75341,12995,2163,1175,0,28000,2402,0,386933,2598,0,0,240,62922,0,0,0,0,8569,0,1893865,0,0,5594,20959,19861,3650,0,0,0,961,11073,70500,0,0,0,42360,123062,8906,0,0,0,603,0,16642,188,21067,2538,0,0,3990,4673,21833,454071,53694,127181,8323,0,0,34932,0,26359,0,0,0,68961,0,0,5898,0,243887,1362623,25138,0,433,14931,6161313,35901
3/11/2021,0,70461,0,0,0,0,139571,970593,18800,38418,8214,0,275,204164,440,0,42479,2444,0,0,5337,240713,14177,20054,93860,0,0,171026,0,0,0,0,0,44139,4597,6363,58915,20657,0,211393,0,4033,1668626,1262564,0,0,24400,232506,0,0,0,215852,0,0,24481,0,0,17520,0,0,0,15300,80270,3972,401360,121361,0,0,17157,1095,23077,158895,0,31826,0,0,0,0,0,0,2622,1542,460,2865,1354,0,25986,3351,0,0,1669,0,0,0,50597,0,0,0,0,0,0,1800066,0,0,7934,11947,18800,0,0,0,0,1829,7328,0,194163,0,0,39667,93358,9988,0,0,0,616,0,18836,0,15301,631,0,0,11294,6063,9127,608812,45642,100675,7450,0,0,8436,0,0,0,0,0,62358,0,0,8859,0,260809,1620524,22351,0,630,22646,5137358,36019
